playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name
181.0,28.0,25.0,27.45595238095238,15.6,4.4,8.6,51.3%,0.9,2.5,36.2%,4.2,5.1,82.4%,1.6,3.4,5.0,2.7,0.7,2.5,0.4,0.4,2.5,5.2,17.5,001133,"SHENGELIA, TORNIKE"
160.0,28.0,28.0,27.55535714285714,12.0,2.7,5.0,53.2%,1.5,3.6,42.2%,2.0,2.8,72.7%,0.6,3.0,3.6,2.6,0.7,1.5,0.0,0.2,1.5,2.8,13.3,007831,"SHIELDS, SHAVON"
190.0,37.0,37.0,27.32927927927928,19.0,6.2,12.0,52%,0.8,2.2,36.1%,4.1,5.6,73.4%,0.5,2.1,2.6,7.3,1.0,2.3,0.1,0.6,2.3,6.6,22.8,012608,"SHORTS, TJ"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SIMA, YANKUBA"
77.0,34.0,11.0,16.54264705882353,8.4,1.0,1.9,51.5%,1.7,4.3,38.8%,1.4,2.0,69.1%,0.6,2.0,2.6,0.8,0.5,1.1,0.1,0.1,1.5,1.5,7.0,007029,"SIRVYDIS, DEIVIDAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SLEVA, DUSTIN"
152.0,39.0,2.0,21.746153846153845,9.1,1.1,2.5,45.4%,1.3,3.6,36.6%,2.9,3.1,94.1%,0.4,1.6,2.0,4.8,0.8,1.6,0.1,0.3,1.6,2.8,12.2,001926,"SLOUKAS, KOSTAS"
95.0,29.0,7.0,15.004597701149423,8.1,2.3,3.4,67.7%,0.8,2.2,34.9%,1.2,1.7,73.5%,1.1,1.8,2.9,0.4,0.4,0.9,0.6,0.3,2.3,1.8,7.8,011051,"SMAILAGIC, ALEN"
71.0,39.0,4.0,18.14145299145299,6.8,1.6,2.4,67.7%,0.8,2.1,38.6%,1.2,1.4,81.8%,0.6,1.8,2.5,0.9,0.3,0.9,0.1,0.2,2.2,1.7,6.7,007109,"SMITS, ROLANDS"
150.0,33.0,23.0,23.36060606060606,12.9,4.0,6.9,57.7%,0.9,2.8,34.1%,2.2,2.6,84.7%,1.7,2.4,4.1,1.1,0.5,1.5,0.5,0.4,2.5,2.3,11.9,011219,"SORKIN, ROMAN"
113.0,27.0,14.0,20.73827160493827,9.6,3.2,7.1,44.8%,0.4,1.7,26.1%,1.9,2.4,79.7%,0.5,1.5,2.0,3.8,0.5,2.1,0.0,0.4,1.5,2.7,8.9,008173,"SPAGNOLO, MATTEO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SPANOULIS, VASILIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"STEVENS, LAMAR"
,,,,,,,,,,,,,,,,,,,,,,,,,,"STOJKOVIC, LAZAR"
99.0,41.0,9.0,20.24878048780488,8.3,1.2,2.4,50.5%,1.4,3.4,41%,1.7,2.0,84.3%,0.5,0.8,1.2,2.4,0.5,1.0,0.0,0.3,2.0,2.4,8.0,008099,"STRAZEL, MATTHEW"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SWIDER, COLE"
24.0,35.0,3.0,13.516190476190475,3.1,0.5,0.8,57.1%,0.6,1.4,45.8%,0.3,0.5,62.5%,0.8,1.3,2.1,0.4,0.4,0.5,0.3,0.1,1.5,0.6,3.4,005793,"SY, BANDJA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TABELLINI, FRANCESCO"
28.0,23.0,6.0,11.567391304347826,2.2,0.3,0.7,53.3%,0.3,0.9,38.1%,0.5,0.7,73.3%,0.7,1.5,2.3,0.4,1.0,0.0,0.3,0.0,1.7,0.6,4.0,012515,"TARPEY, TERRY"
169.0,40.0,37.0,23.26333333333333,10.2,4.2,5.7,73.8%,0.0,0.0,0%,1.8,2.4,72.2%,2.4,4.1,6.6,1.2,0.7,2.0,1.2,0.2,3.0,2.8,15.3,005791,"TAVARES, WALTER"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TAYLOR, BRANDON"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TAYLOR, KAMERON"
,,,,,,,,,,,,,,,,,,,,,,,,,,"THEIS, DANIEL"
147.0,39.0,36.0,26.32991452991453,9.5,1.9,3.4,55.6%,1.5,3.5,44.1%,1.1,1.4,79.2%,0.6,1.4,2.0,4.5,0.9,1.2,0.4,0.2,1.9,1.5,11.7,011078,"THOMPSON, DARIUS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TIMOR, BAR"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TOLIOPOULOS, VASSILIS"
39.0,27.0,6.0,15.406172839506173,3.2,0.7,1.3,55.6%,0.5,1.1,45.2%,0.2,0.3,55.6%,0.4,1.5,1.9,1.1,0.3,0.3,0.1,0.1,1.1,0.7,4.5,006509,"TONUT, STEFANO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TRAORE, ARMEL"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TRIFUNOVIC, UROS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"TUBELIS, AZOULAS"
18.0,23.0,8.0,9.835507246376812,3.4,0.7,1.6,44.4%,0.3,1.2,29.6%,1.0,1.2,85.2%,0.3,0.7,1.0,0.3,0.4,0.8,0.0,0.2,1.1,1.6,2.9,012591,"TUCKER, RAYJON"
101.0,34.0,16.0,22.367156862745095,6.6,1.1,2.3,48.1%,0.8,1.9,39.4%,2.0,2.4,83.1%,1.0,1.8,2.9,1.8,0.5,0.9,0.1,0.1,2.7,2.9,8.2,002329,"ULANOVAS, EDGARAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"VAUTIER, BASTIEN"
144.0,24.0,13.0,21.17361111111111,9.0,3.3,6.0,55.9%,0.3,0.6,50%,1.5,1.9,76.1%,1.1,2.5,3.6,1.9,1.1,0.9,0.5,0.0,2.3,2.2,11.6,000925,"VESELY, JAN"
191.0,38.0,38.0,30.39342105263158,19.8,4.9,7.6,64.5%,1.9,4.9,38.2%,4.3,4.9,88.6%,1.9,4.7,6.6,1.8,0.9,1.1,0.2,0.3,1.3,3.4,23.7,003469,"VEZENKOV, SASHA"
50.0,33.0,10.0,17.671212121212122,4.8,0.6,1.2,48.7%,1.1,2.9,36.8%,0.4,0.5,82.4%,0.1,1.4,1.5,2.7,0.7,1.0,0.1,0.1,2.2,1.2,5.2,007947,"VILDOZA, LUCA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"VILLAR, RAFA"
119.0,36.0,32.0,23.64305555555556,6.5,1.4,2.3,60.2%,1.1,3.0,34.9%,0.6,0.8,69%,1.2,3.8,4.9,2.4,0.5,1.5,0.2,0.2,1.8,1.1,9.2,007201,"VOIGTMANN, JOHANNES"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WAINRIGHT, ISH"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WALKER IV, LONNIE"
82.0,26.0,20.0,20.231410256410257,4.0,0.8,1.7,50%,0.7,1.9,34%,0.3,0.5,61.5%,0.5,1.8,2.3,4.6,1.0,1.5,0.1,0.1,2.6,1.7,7.2,008855,"WALKUP, THOMAS"
138.0,38.0,38.0,26.346929824561403,11.0,2.2,3.7,58.9%,1.7,5.1,33.2%,1.6,2.1,75.9%,1.1,3.9,4.9,1.3,0.9,1.0,0.2,0.3,2.6,2.3,11.3,012610,"WARD, TYSON"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WASHINGTON, DUANE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WATSON, GLYNN"
158.0,34.0,34.0,26.347549019607843,8.2,1.1,2.0,56.7%,1.8,4.1,43.5%,0.7,1.0,72.7%,1.3,2.9,4.1,4.9,1.5,1.6,0.1,0.1,2.5,1.6,12.9,010391,"WEILER-BABB, NICK"
139.0,28.0,14.0,20.853571428571428,11.2,4.2,7.4,57.3%,0.4,1.0,35.7%,1.7,2.6,65.8%,1.6,2.8,4.4,1.6,0.8,1.5,0.2,1.0,2.6,3.0,11.4,011934,"WETZELL, YANNI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WILBEKIN, SCOTTIE"
135.0,32.0,11.0,19.89739583333333,9.8,3.5,6.4,54.9%,0.5,1.9,26.7%,1.3,2.0,66.7%,2.1,4.4,6.5,2.4,0.6,2.4,0.5,0.3,2.8,1.7,10.9,012604,"WILLIAMS, TREVION"
108.0,35.0,20.0,22.90619047619048,8.6,2.1,4.5,47.8%,0.7,2.0,35.7%,2.2,2.7,82.8%,0.2,1.9,2.1,3.4,0.7,1.8,0.1,0.2,2.7,2.3,8.6,007982,"WILLIAMS-GOSS, NIGEL"
33.0,27.0,1.0,11.52716049382716,3.1,0.7,1.3,55.9%,0.4,1.3,31.4%,0.5,0.8,66.7%,0.9,1.6,2.4,0.4,0.4,0.5,0.3,0.0,0.8,0.8,4.4,009664,"WILLIS, DEREK"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WRIGHT, MCKINLEY"
,,,,,,,,,,,,,,,,,,,,,,,,,,"WRIGHT, MOSES"
,,,,,,,,,,,,,,,,,,,,,,,,,,"YILDIZLI, BURAKCAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"YILMAZ, ERKAN"
120.0,31.0,9.0,14.579569892473115,8.4,3.5,5.5,63.3%,0.1,0.3,40%,1.1,1.5,70.8%,1.8,2.2,4.0,0.6,0.4,1.4,0.7,0.4,1.7,1.4,9.4,005353,"YURTSEVEN, OMER"
59.0,22.0,13.0,14.91439393939394,5.9,0.5,1.3,42.9%,1.0,3.1,32.4%,1.8,2.4,75%,0.4,0.8,1.1,2.3,0.4,1.3,0.0,0.0,2.0,2.8,5.8,008104,"ZAGARS, ARTURS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ZIV, IFTACH"
121.0,25.0,18.0,16.474,8.0,3.4,5.4,64.2%,0.0,0.0,0%,1.2,1.8,64.4%,1.9,1.9,3.8,0.3,0.3,0.8,0.6,0.5,1.3,1.6,9.5,004554,"ZIZIC, ANTE"
