playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,league
1,34.0,4.0,11.748039215686276,2.4,0.5,1.3,37.2%,0.4,1.6,25.9%,0.2,0.4,46.7%,0.4,0.7,1.1,0.9,0.4,1.0,0.1,0.1,1.4,0.6,0.8,010070,"MOELLER, LEIF",EuroCup
2,35.0,13.0,16.862857142857145,3.4,0.8,2.3,35.8%,0.4,1.3,31.9%,0.5,1.0,44.4%,0.3,1.3,1.6,1.9,0.4,1.6,0.1,0.3,2.9,1.3,0.8,009400,"CASARIN, DAVIDE",EuroCup
3,27.0,0.0,8.070987654320987,2.3,1.0,1.7,58.7%,0.0,0.1,0%,0.3,0.4,80%,0.7,0.9,1.6,0.5,0.4,1.0,0.1,0.1,1.9,0.5,1.6,012695,"REECE, CAMRON",EuroCup
4,36.0,0.0,9.516203703703702,2.6,0.6,1.1,53.8%,0.4,1.2,38.1%,0.1,0.2,71.4%,0.2,0.8,1.0,1.0,0.3,0.9,0.1,0.0,1.2,0.5,2.0,010726,"JENSEN, TOBIAS",EuroCup
5,43.0,10.0,9.765891472868216,3.3,0.9,1.6,57.1%,0.3,1.3,25.5%,0.5,0.7,66.7%,0.2,0.6,0.8,0.9,0.2,0.8,0.0,0.1,1.3,0.9,2.1,007560,"KLJAJIC, JOVAN",EuroCup
6,30.0,5.0,13.596666666666666,4.0,0.9,2.0,47.5%,0.6,1.5,38.6%,0.5,0.6,73.7%,0.6,0.9,1.5,0.6,0.3,0.4,0.1,0.1,1.8,0.9,3.0,007828,"CONTI, LUCA",EuroCup
7,31.0,25.0,15.220430107526882,4.2,1.5,2.6,56.1%,0.3,0.7,40.9%,0.3,0.6,55.6%,1.0,1.0,2.0,0.7,0.4,0.4,0.1,0.3,1.9,0.6,3.4,006566,"SLAVKOVIC, ANDRIJA",EuroCup
8,35.0,12.0,13.033809523809524,3.7,0.7,1.1,63.2%,0.7,2.1,30.7%,0.4,0.4,93.3%,0.6,1.1,1.7,0.5,0.6,0.3,0.4,0.1,1.6,0.4,3.5,011943,"TKACHENKO, IVAN",EuroCup
9,34.0,5.0,10.587254901960783,3.8,1.4,2.7,53.3%,0.0,0.4,6.7%,0.8,1.2,70%,0.6,1.3,1.9,0.4,0.3,0.6,0.2,0.1,1.3,1.1,3.7,007952,"BRETZEL, NICOLAS",EuroCup
10,46.0,15.0,14.129710144927538,3.4,1.0,1.6,65.3%,0.3,0.7,43.8%,0.5,0.7,67.7%,1.1,1.1,2.2,0.8,0.4,0.4,0.0,0.1,2.2,0.7,3.7,009392,"RADOVIC, ROK",EuroCup
11,38.0,11.0,11.116228070175438,2.7,0.7,1.2,55.3%,0.2,0.7,28.6%,0.7,1.1,63.4%,0.6,1.9,2.5,0.7,0.3,0.4,0.1,0.1,1.8,1.2,3.8,007917,"DURMAZ, BERKAN",EuroCup
12,33.0,5.0,16.416161616161617,6.7,1.3,3.4,38.4%,1.0,3.3,30.3%,1.1,1.3,81.4%,0.7,1.0,1.7,2.2,0.5,0.9,0.0,0.3,2.3,0.9,3.8,011966,"SYDOROV, ILLIA",EuroCup
13,53.0,5.0,15.170440251572328,5.5,1.1,2.7,40.4%,0.9,3.0,28.9%,0.8,0.8,95.3%,0.5,1.3,1.7,1.5,0.8,0.9,0.1,0.2,2.4,1.3,3.8,006382,"FORRAY, TOTO",EuroCup
14,48.0,3.0,15.628125,4.0,0.8,1.3,59%,0.7,1.7,43.7%,0.3,0.4,82.4%,0.5,1.4,1.9,0.9,0.5,0.9,0.0,0.1,1.4,0.5,3.8,010450,"COURBY, MAXIME",EuroCup
15,51.0,20.0,15.282679738562091,4.4,0.9,1.3,67.6%,0.6,2.1,29.9%,0.7,1.1,65.5%,0.6,1.5,2.1,0.6,0.5,0.6,0.1,0.1,2.2,1.2,3.9,006771,"BUSQUETS, PEP",EuroCup
16,40.0,22.0,12.734166666666669,3.1,1.1,2.1,54.2%,0.0,0.3,18.2%,0.7,1.4,51.9%,0.9,1.7,2.6,0.7,0.5,0.4,0.3,0.2,2.2,1.4,4.1,011379,"KONAN, KEREM",EuroCup
17,32.0,23.0,22.168229166666663,6.2,1.3,2.7,49.4%,0.8,2.8,26.4%,1.2,1.8,68.4%,0.2,1.5,1.8,2.2,0.7,1.8,0.1,0.2,2.7,2.3,4.5,011900,"GOLEBIOWSKI, DANIEL",EuroCup
18,50.0,21.0,19.57,3.6,0.2,0.6,37.5%,0.9,2.5,35%,0.6,0.8,73.7%,0.2,1.9,2.1,3.0,0.8,1.2,0.2,0.2,2.9,1.5,4.6,002361,"VIVES, GUILLEM",EuroCup
19,31.0,2.0,13.09462365591398,5.0,2.0,3.9,51.7%,0.0,0.0,100%,0.9,1.8,50.9%,1.4,1.8,3.2,0.6,0.4,1.2,0.4,0.3,2.6,2.1,4.8,001990,"WOHLFARTH-BOTTERMANN, JONAS",EuroCup
20,37.0,0.0,13.493693693693691,6.5,1.2,2.8,43.3%,0.9,2.6,33.7%,1.4,1.8,77.9%,0.3,1.4,1.6,1.8,0.7,1.4,0.1,0.2,2.5,1.9,4.8,009556,"NGOUAMA, MEHDY",EuroCup
21,40.0,11.0,18.270833333333336,5.7,0.6,1.0,57.9%,1.4,3.5,41.1%,0.2,0.6,37.5%,0.6,1.3,1.9,0.9,1.0,0.4,0.0,0.0,1.9,0.6,5.0,001686,"LYPOVYY, OLEKSANDR",EuroCup
22,35.0,5.0,17.173809523809524,5.0,0.9,1.9,50.8%,0.7,2.5,28.1%,0.9,1.4,67.3%,1.1,2.8,3.9,0.6,1.0,1.1,0.1,0.2,2.4,1.4,5.1,001479,"UDOM, MATTIA",EuroCup
23,37.0,2.0,14.872972972972972,4.8,2.0,3.1,63.8%,0.0,0.1,0%,0.8,1.5,51.9%,1.1,2.2,3.3,0.6,0.2,1.3,1.1,0.1,2.4,1.1,5.4,012020,"SHARMA, JOSH",EuroCup
24,32.0,0.0,17.4265625,9.3,0.9,1.8,49.1%,1.9,4.9,39.2%,1.8,2.0,90.5%,0.2,1.0,1.2,0.5,0.3,0.9,0.0,0.1,2.2,1.5,5.6,012630,"MAGEE, FLETCHER",EuroCup
25,35.0,1.0,11.773809523809524,5.2,1.9,3.8,48.9%,0.1,0.4,26.7%,1.1,1.7,67.2%,0.9,2.0,2.9,1.4,0.2,1.1,0.3,0.2,1.7,1.5,5.8,003533,"ZALMANSON, IDAN",EuroCup
26,48.0,25.0,16.129166666666666,5.8,1.8,2.5,71.2%,0.6,1.5,38.6%,0.6,0.9,65.1%,1.1,1.9,3.0,0.5,0.5,0.7,0.2,0.2,2.0,0.9,6.0,010161,"KRAAG, YANNICK",EuroCup
27,47.0,25.0,19.905673758865248,8.1,0.7,1.5,45.1%,1.8,5.2,35.2%,1.2,1.7,71.2%,0.4,2.3,2.6,1.1,0.7,1.3,0.1,0.2,2.3,1.8,6.0,004945,"PAUL, BRANDON",EuroCup
28,39.0,5.0,19.95,5.3,1.4,2.7,51.9%,0.6,1.3,44.2%,0.7,0.8,83.9%,0.5,1.3,1.8,2.6,0.8,1.1,0.2,0.2,2.2,1.0,6.0,003783,"UGURLU, BERK",EuroCup
29,36.0,22.0,16.062037037037037,4.2,1.6,2.8,55.9%,0.2,0.8,22.2%,0.6,0.8,66.7%,1.4,3.0,4.3,0.5,0.4,0.5,0.1,0.3,1.6,1.0,6.0,004645,"MINIOTAS, REGIMANTAS",EuroCup
30,30.0,4.0,16.671666666666667,4.1,1.4,2.3,59.4%,0.4,1.1,33.3%,0.2,0.3,77.8%,0.9,2.1,3.0,0.9,0.5,0.6,0.3,0.1,0.8,0.6,6.1,004117,"BROOKS, JEFF",EuroCup
31,39.0,12.0,18.754273504273502,7.6,1.4,2.6,51.5%,1.3,3.5,37.2%,0.9,1.3,74%,0.3,1.3,1.5,2.4,0.8,1.7,0.2,0.1,2.4,1.6,6.1,004773,"NELSON, LUKE",EuroCup
32,36.0,23.0,25.81990740740741,8.4,1.9,4.1,45.9%,1.0,3.3,31.4%,1.6,2.1,78.7%,0.6,2.3,2.9,1.3,0.7,1.6,0.1,0.2,2.8,2.3,6.3,012019,"BEST, AARON",EuroCup
33,40.0,4.0,19.9975,7.1,1.0,2.1,46.4%,1.4,3.8,38.7%,0.8,1.0,78%,0.8,2.0,2.9,1.1,0.4,0.7,0.0,0.2,2.0,1.4,6.4,007914,"ARSLAN, YIGIT",EuroCup
34,59.0,49.0,16.828531073446328,5.5,1.9,3.5,55.3%,0.0,0.0,0%,1.6,2.4,67.8%,1.8,2.2,3.9,0.5,0.6,0.9,0.4,0.3,3.1,2.4,6.8,011837,"KOKILA, KEVIN",EuroCup
35,47.0,12.0,14.776950354609928,6.1,0.9,1.7,50.6%,1.1,2.7,43.2%,0.9,1.0,91.5%,0.3,1.1,1.4,2.5,0.5,1.1,0.0,0.1,1.1,1.1,6.8,JUG,"RIBAS, PAU",EuroCup
36,33.0,16.0,21.733838383838386,7.2,2.1,4.0,53.4%,0.6,2.0,30.8%,1.2,1.6,73.1%,0.4,1.5,1.8,1.8,0.8,1.2,0.1,0.4,1.4,1.7,6.8,007398,"POPOVIC, PETAR",EuroCup
37,37.0,3.0,17.568468468468467,8.3,1.8,3.2,56.4%,1.2,3.4,34.6%,1.1,1.5,76.4%,0.3,1.6,1.9,2.0,0.8,1.5,0.1,0.2,2.6,2.1,6.8,011947,"SANON, ISSUF",EuroCup
38,37.0,18.0,23.381981981981983,7.1,2.2,4.3,51.9%,0.4,1.6,27.6%,1.4,2.1,67.1%,1.9,2.2,4.1,0.9,0.8,1.2,0.2,0.5,2.4,1.7,6.9,006693,"SAYBIR, YIGITCAN",EuroCup
39,42.0,17.0,18.62619047619048,5.9,1.0,1.6,58%,1.1,2.8,38.8%,0.8,1.0,78%,0.3,1.6,2.0,3.5,0.5,1.7,0.1,0.1,2.0,1.6,7.1,011161,"JULIEN, AXEL",EuroCup
40,38.0,9.0,18.231140350877197,5.4,1.9,2.9,67.3%,0.2,0.9,19.4%,1.0,1.3,74.5%,1.2,1.9,3.1,1.4,0.5,0.9,0.3,0.2,1.9,1.4,7.2,005714,"MEJERIS, MAREKS",EuroCup
41,31.0,19.0,19.18010752688172,7.6,1.5,2.6,58.8%,0.8,3.2,25%,2.2,2.7,79.8%,0.5,1.5,1.9,1.6,0.8,1.0,0.2,0.3,2.8,3.2,7.2,009299,"RUBSTAVICIUS, MANTAS",EuroCup
42,43.0,16.0,22.60232558139535,8.7,1.3,2.3,57.7%,1.8,4.8,37.2%,0.7,0.8,82.9%,0.8,3.0,3.8,1.0,0.3,1.0,0.2,0.2,2.3,0.8,7.2,011980,"SESTINA, NATHAN",EuroCup
43,61.0,17.0,21.64453551912568,6.6,1.6,2.8,55.6%,0.7,2.3,31.2%,1.3,1.8,75.7%,0.2,1.6,1.8,3.4,0.8,1.4,0.0,0.2,2.1,1.6,7.3,004846,"TIMOR, BAR",EuroCup
44,66.0,8.0,16.775252525252526,6.0,1.5,2.3,67.1%,0.5,1.7,29.2%,1.4,1.8,78.3%,0.5,2.3,2.8,1.3,0.5,1.0,0.1,0.2,1.5,2.0,7.6,005005,"SALVO, MIQUEL",EuroCup
45,40.0,4.0,18.31,6.2,0.7,1.3,54.7%,1.3,3.5,37.4%,0.9,1.0,89.7%,0.4,1.2,1.5,4.2,0.6,1.8,0.0,0.1,1.7,1.5,7.7,001607,"BASSAS, FERRAN",EuroCup
45,40.0,23.0,19.25375,9.6,1.6,3.0,54.2%,1.8,5.0,36.2%,0.9,1.1,86%,0.3,1.2,1.5,2.2,0.8,1.0,0.0,0.2,1.6,1.2,7.7,003637,"SLAUGHTER, AJ",EuroCup
47,33.0,20.0,21.96969696969697,9.1,1.5,2.8,52.7%,1.8,5.0,35.2%,0.9,1.4,61.7%,0.8,3.2,4.0,1.5,0.5,1.3,0.3,0.3,1.9,1.4,8.2,011187,"MEISNER, LUKAS",EuroCup
48,54.0,19.0,19.64012345679012,6.0,2.7,5.0,53.1%,0.0,0.1,25%,0.6,1.0,56.4%,2.0,2.6,4.6,1.4,1.1,0.9,0.1,0.4,2.8,1.8,8.2,010461,"MALDUNAS, GABRIELIUS",EuroCup
49,31.0,7.0,16.248924731182793,5.9,2.4,4.0,61%,0.0,0.0,0%,1.1,1.7,64.2%,1.8,2.0,3.8,0.6,0.4,0.9,0.5,0.1,1.2,1.5,8.4,003034,"PARAKHOUSKI, ARTSIOM",EuroCup
50,63.0,11.0,17.477248677248678,7.5,2.0,3.2,63.2%,1.0,2.0,47.3%,0.5,0.7,75.6%,0.9,2.8,3.7,0.7,0.5,0.8,0.3,0.1,1.9,1.0,8.4,010452,"PELOS, PIERRE",EuroCup
51,34.0,18.0,23.3,7.2,1.9,3.4,55.3%,1.0,2.1,45.8%,0.6,0.9,66.7%,1.4,2.6,4.0,2.4,0.6,1.4,0.1,0.1,2.4,1.1,8.5,009663,"HINRICHS, SETH",EuroCup
52,42.0,33.0,22.148015873015872,9.4,2.9,5.3,53.8%,0.6,2.0,31.7%,1.8,2.3,79.4%,1.2,3.4,4.5,1.3,0.9,1.9,0.4,0.3,3.3,1.9,8.8,011909,"PARKS, JORDAN",EuroCup
53,47.0,14.0,20.83014184397163,7.2,2.3,4.7,48.9%,0.5,1.6,28.9%,1.1,1.5,76.1%,0.6,1.3,1.9,4.0,1.0,1.6,0.1,0.2,1.5,1.9,8.8,010449,"BENITEZ, HUGO",EuroCup
54,45.0,35.0,22.72888888888889,7.9,0.6,1.1,57.1%,1.8,4.2,43.3%,1.3,1.5,83.8%,0.5,1.1,1.6,3.1,0.8,1.0,0.1,0.2,2.4,1.8,8.8,010582,"KLEPEISZ, THOMAS",EuroCup
55,37.0,3.0,22.783783783783782,9.9,2.7,5.2,52.1%,0.9,2.8,31.4%,1.8,2.5,72.8%,0.6,2.4,3.0,2.2,0.7,1.6,0.4,0.6,2.6,2.6,8.9,012698,"MOKOKA, ADAM",EuroCup
56,60.0,56.0,25.843055555555555,11.9,1.6,3.6,44.7%,2.4,6.2,39%,1.4,1.8,78.5%,0.4,1.8,2.3,3.4,0.9,2.3,0.1,0.3,3.3,2.3,8.9,008945,"NEEDHAM, DEREK",EuroCup
57,42.0,27.0,20.946031746031743,8.4,0.9,1.9,49.4%,1.6,3.6,43.4%,1.8,2.5,72.6%,0.4,2.1,2.5,1.7,1.5,0.9,0.4,0.1,2.9,2.2,9.1,010431,"MORGAN, JEREMY",EuroCup
58,37.0,25.0,24.163063063063063,7.2,1.4,3.1,46.9%,1.2,3.1,39.7%,0.6,1.0,63.2%,0.4,2.4,2.8,3.1,1.0,1.2,0.0,0.1,1.5,1.7,9.2,005516,"ZEMAITIS, KRISTUPAS",EuroCup
59,53.0,20.0,15.632704402515722,8.2,2.7,4.4,61.4%,0.3,0.9,36.2%,1.8,2.6,67.9%,1.6,2.2,3.9,1.1,0.7,1.4,0.6,0.2,2.8,2.6,9.5,003759,"TESSITORI,  AMEDEO",EuroCup
60,56.0,51.0,22.47023809523809,9.0,1.8,3.2,55.9%,1.4,3.5,41.8%,1.1,1.4,81.8%,1.1,2.3,3.4,1.0,0.8,0.6,0.1,0.1,1.8,1.6,9.6,006588,"SHURNA, JOHN",EuroCup
61,48.0,38.0,23.921180555555555,10.0,2.5,4.6,53.6%,1.3,3.4,37.4%,1.3,1.8,71.8%,0.8,3.6,4.4,1.5,0.4,1.7,0.2,0.2,2.4,2.2,9.7,011928,"SIMMS, AAMIR",EuroCup
62,32.0,22.0,23.398958333333333,8.4,2.2,4.5,50%,0.6,2.6,24.4%,2.1,2.6,79.5%,0.4,2.8,3.2,4.1,0.9,2.2,0.2,0.4,2.5,3.0,9.9,012593,"ELLIS, QUINN",EuroCup
63,45.0,5.0,17.251481481481484,7.8,3.1,4.6,66.5%,0.0,0.0,0%,1.6,2.4,65.5%,1.4,2.7,4.2,0.9,0.4,1.2,0.6,0.4,2.4,2.5,10.0,012016,"CONDITT IV, GEORGE",EuroCup
64,36.0,32.0,25.530555555555555,10.5,3.1,5.2,59.1%,1.2,3.8,31.1%,0.9,1.2,72.7%,1.8,3.1,4.9,1.4,0.6,1.5,0.6,0.4,2.8,2.0,10.2,005738,"GRAZULIS, ANDREJS",EuroCup
65,36.0,33.0,26.83287037037037,11.0,3.6,6.9,51.4%,0.6,2.6,23.9%,2.1,3.0,69.4%,1.2,2.9,4.1,1.9,1.3,1.6,0.3,0.4,2.6,2.6,10.4,012700,"STEWART, DJ",EuroCup
66,42.0,26.0,23.623809523809523,11.8,2.4,5.4,44.9%,1.1,3.6,29.4%,3.7,5.1,71.8%,0.4,1.9,2.3,3.3,0.7,2.5,0.3,0.5,2.3,4.5,10.5,011924,"ALLMAN, KYLE",EuroCup
67,32.0,12.0,21.040104166666666,10.1,2.1,4.4,47.9%,1.3,3.4,38.2%,2.0,2.5,79.7%,1.0,1.8,2.8,2.2,0.8,1.3,0.1,0.3,1.8,2.9,10.5,011821,"MASSINBURG, CJ",EuroCup
68,61.0,60.0,23.08087431693989,6.5,0.9,1.5,60.7%,1.1,3.4,31%,1.5,2.1,72.3%,0.3,1.4,1.7,4.3,1.6,2.1,0.0,0.0,1.4,3.6,10.6,003425,"ALBICY, ANDREW",EuroCup
69,47.0,39.0,23.52553191489362,8.8,2.0,3.3,60.8%,1.0,2.9,32.8%,2.0,2.7,72.7%,1.0,2.7,3.7,1.7,1.5,1.6,0.4,0.1,2.8,3.0,10.6,011797,"GUZMAN, KAREL",EuroCup
70,34.0,19.0,25.64264705882353,9.0,1.8,3.9,47%,1.1,3.0,35.3%,2.2,3.1,70.1%,0.6,2.1,2.7,4.3,1.1,1.7,0.0,0.1,2.8,3.1,10.7,005247,"TAYLOR, JORDAN",EuroCup
71,51.0,43.0,25.166013071895424,10.2,3.0,4.9,60.8%,0.7,2.5,29.4%,2.1,2.8,74.5%,0.8,2.4,3.2,1.4,1.0,1.5,0.1,0.3,2.1,3.1,10.7,005422,"JALLOW, KARIM",EuroCup
72,37.0,31.0,24.33153153153153,12.4,1.9,4.0,48.3%,2.1,4.7,45.4%,2.2,2.5,86.2%,0.6,1.5,2.1,1.9,0.8,2.0,0.1,0.3,2.0,2.7,10.9,004862,"SEELEY, DENNIS",EuroCup
73,49.0,27.0,25.98809523809524,7.6,1.1,1.7,64.2%,1.1,3.6,31.6%,2.1,2.4,85%,1.2,3.1,4.3,2.0,1.0,1.3,0.0,0.1,2.2,2.9,10.9,LXI,"LIPKEVICIUS, VYTENIS",EuroCup
74,32.0,18.0,24.380729166666665,14.0,2.2,4.6,48.6%,2.5,7.6,33.2%,1.9,2.2,88.6%,0.3,1.9,2.2,3.1,0.9,2.8,0.1,0.7,2.2,4.1,11.1,004292,"TOLIOPOULOS, VASSILIS",EuroCup
75,50.0,26.0,23.191666666666663,10.1,2.1,3.6,57.7%,1.5,4.0,36.1%,1.5,1.9,82.8%,1.1,4.0,5.1,1.7,0.6,1.3,0.4,0.1,2.6,1.9,11.3,009680,"MORGAN, CONOR",EuroCup
76,41.0,9.0,20.20691056910569,9.8,2.7,5.0,54.4%,0.9,2.2,38.9%,1.8,2.2,80%,1.1,2.8,3.9,0.9,0.9,1.0,0.2,0.4,1.4,2.5,11.4,004525,"SALASH, MAKSIM",EuroCup
77,40.0,32.0,27.06875,15.1,4.1,7.9,52.4%,1.5,5.4,27.5%,2.3,3.1,75%,0.4,2.1,2.4,2.6,1.0,2.1,0.1,0.2,2.4,3.3,11.4,011936,"MATHEWS, JONAH",EuroCup
78,40.0,19.0,18.180416666666662,8.0,3.1,5.3,59.2%,0.0,0.1,50%,1.6,2.0,78.8%,1.7,3.3,5.0,1.4,0.9,1.3,0.0,0.3,1.5,1.8,11.4,008325,"KAMENJAS, KENAN",EuroCup
79,32.0,17.0,24.719791666666666,10.9,1.8,3.4,53.6%,1.5,4.0,37.8%,2.7,3.4,79.1%,0.4,2.4,2.8,2.2,0.8,1.3,0.2,0.2,2.1,2.9,11.5,005521,"VARNAS, MARTYNAS",EuroCup
80,39.0,30.0,24.898717948717948,8.6,2.0,4.4,45.1%,0.8,3.0,25.9%,2.3,3.3,70.1%,0.8,3.2,4.0,3.8,1.4,2.2,0.2,0.4,2.3,4.1,11.6,009649,"PHILLIP, TARIK",EuroCup
81,36.0,21.0,23.119444444444444,11.0,3.0,6.4,47%,0.8,2.4,34.9%,2.4,2.9,83.8%,0.6,1.9,2.4,3.7,1.0,2.2,0.3,0.4,1.9,3.2,11.6,012606,"WRIGHT IV, MCKINLEY",EuroCup
82,61.0,59.0,24.29808743169399,10.3,1.4,2.6,53.8%,2.0,5.3,37.7%,1.6,2.0,82.5%,0.5,3.0,3.5,2.9,0.9,1.5,0.3,0.2,2.2,2.4,11.7,008121,"BRUSSINO, NICOLAS",EuroCup
