playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,league,merge_key,index,player_name,price,full_name_prices
80.0,109.0,81.0,18.86376146788991,5.8,2.3,4.1,56.1%,0.0,0.0,50%,1.1,1.5,75.9%,1.9,2.4,4.3,0.5,0.8,0.9,0.8,0.3,2.3,1.5,8.1,010390,"HAYES, KEVARRIUS",EuroLeague,HAYES KEVARRIUS,HAYES, KEVARRIUS, 7.30,HAYES KEVARRIUS
43.0,93.0,29.0,19.052688172043013,4.1,0.7,1.4,48.4%,0.7,2.1,34.5%,0.6,0.8,75%,0.4,1.6,2.0,3.2,1.0,1.1,0.1,0.2,2.5,1.3,5.6,006739,"PAJOLA, ALESSANDRO",EuroLeague,PAJOLA ALESSANDRO,PAJOLA, ALESSANDRO, 7.30,PAJOLA ALESSANDRO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIOUF MOUHAMET,DIOUF, MOUHAMET, 7.30,DIOUF MOUHAMET
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASSA BODIAN,MASSA, BODIAN, 7.30,MASSA BODIAN
87.0,35.0,14.0,22.65095238095238,9.0,2.5,4.9,51.7%,0.8,2.2,35.5%,1.6,2.7,57.9%,0.9,2.5,3.4,5.0,1.5,2.8,0.0,0.4,2.0,3.4,12.1,010106,"NUNEZ, JUAN",EuroCup,NUNEZ JUAN,NUNEZ, JUAN, 7.20,NUNEZ JUAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAGARS ARTURS,ZAGARS, ARTURS, 7.20,ZAGARS ARTURS
74.0,89.0,46.0,14.310674157303373,6.7,2.8,4.6,61.4%,0.0,0.0,0%,1.0,1.8,57.4%,1.4,2.3,3.8,0.5,0.4,1.1,0.2,0.2,1.8,1.8,7.8,002581,"JAITEH, MAM",EuroLeague,JAITEH MAM,JAITEH, MAM, 7.20,JAITEH MAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIFUNOVIC UROS,TRIFUNOVIC, UROS, 7.20,TRIFUNOVIC UROS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIMA YANKUBA,SIMA, YANKUBA, 7.20,SIMA YANKUBA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALDWIN KAMAR,BALDWIN, KAMAR, 7.10,BALDWIN KAMAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOMMES DAULTON,HOMMES, DAULTON, 7.10,HOMMES DAULTON
37.0,83.0,23.0,15.146586345381529,5.8,1.0,1.9,50%,0.9,2.3,38.4%,1.2,1.5,81.1%,0.2,0.6,0.8,1.7,0.4,0.8,0.0,0.2,1.6,1.8,5.3,008099,"STRAZEL, MATTHEW",EuroLeague,STRAZEL MATTHEW,STRAZEL, MATTHEW, 7.10,STRAZEL MATTHEW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRCH KHEM,BIRCH, KHEM, 7.10,BIRCH KHEM
105.0,109.0,93.0,16.96834862385321,8.0,2.8,4.6,61.6%,0.4,1.1,35%,1.2,2.0,61.5%,1.1,2.3,3.4,0.9,0.4,1.0,0.2,0.2,1.9,2.6,9.4,LCZ,"MOTIEJUNAS, DONATAS",EuroLeague,MOTIEJUNAS DONATAS,MOTIEJUNAS, DONATAS, 7.00,MOTIEJUNAS DONATAS
94.0,107.0,64.0,21.34127725856698,8.9,2.2,3.5,62%,1.1,2.9,38.1%,1.2,1.4,81.8%,1.1,2.7,3.7,1.1,0.4,1.2,0.1,0.2,2.6,1.9,8.7,007109,"SMITS, ROLANDS",EuroLeague,SMITS ROLANDS,SMITS, ROLANDS, 7.00,SMITS ROLANDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFAIROPOULOS IOANNIS,SFAIROPOULOS, IOANNIS, 7.00,SFAIROPOULOS IOANNIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KATTASH ODED,KATTASH, ODED, 7.00,KATTASH ODED
62.0,32.0,22.0,23.398958333333333,8.4,2.2,4.5,50%,0.6,2.6,24.4%,2.1,2.6,79.5%,0.4,2.8,3.2,4.1,0.9,2.2,0.2,0.4,2.5,3.0,9.9,012593,"ELLIS, QUINN",EuroCup,ELLIS QUINN,ELLIS, QUINN, 7.00,ELLIS QUINN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOVIC STEFAN,JOVIC, STEFAN, 7.00,JOVIC STEFAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITIM ONURALP,BITIM, ONURALP, 7.00,BITIM ONURALP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOLEMAC JURICA,GOLEMAC, JURICA, 7.00,GOLEMAC JURICA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAUTIER BASTIEN,VAUTIER, BASTIEN, 7.00,VAUTIER BASTIEN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,REUVERS NATHAN,REUVERS, NATHAN, 7.00,REUVERS NATHAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANTOS MARCIO,SANTOS, MARCIO, 6.90,SANTOS MARCIO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KURUCS RODIONS,KURUCS, RODIONS, 6.90,KURUCS RODIONS
20.0,57.0,7.0,14.117543859649125,4.0,1.2,2.1,55.8%,0.4,1.6,25.6%,0.5,0.6,74.3%,0.9,1.7,2.5,0.5,0.4,0.4,0.1,0.1,1.4,0.8,4.2,007464,"PARRA, JOEL",EuroLeague,PARRA JOEL,PARRA, JOEL, 6.80,PARRA JOEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALMANSA IZAN,ALMANSA, IZAN, 6.80,ALMANSA IZAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAZER SEHMUS,HAZER, SEHMUS, 6.70,HAZER SEHMUS
10.0,76.0,41.0,17.928947368421053,4.6,1.1,2.4,45.1%,0.7,1.7,37.9%,0.5,0.6,88.1%,0.4,0.8,1.2,1.3,0.8,0.8,0.0,0.2,1.8,0.7,3.3,007513,"GIEDRAITIS, DOVYDAS",EuroLeague,GIEDRAITIS DOVYDAS,GIEDRAITIS, DOVYDAS, 6.60,GIEDRAITIS DOVYDAS
66.0,105.0,37.0,13.736031746031744,6.0,2.5,3.9,63.9%,0.0,0.0,0%,1.0,1.6,64.8%,1.2,2.0,3.2,0.4,0.2,0.7,0.4,0.2,1.8,1.6,7.1,005504,"BIRUTIS, LAURYNAS",EuroLeague,BIRUTIS LAURYNAS,BIRUTIS, LAURYNAS, 6.60,BIRUTIS LAURYNAS
58.0,83.0,34.0,21.326506024096386,9.4,0.6,1.3,44.2%,2.6,6.3,41.2%,0.5,0.7,81.8%,0.3,1.5,1.8,1.2,0.5,1.0,0.0,0.2,1.8,1.1,6.6,004508,"OBST, ANDREAS",EuroLeague,OBST ANDREAS,OBST, ANDREAS, 6.50,OBST ANDREAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDIAYE MBAYE,NDIAYE, MBAYE,6.50,NDIAYE MBAYE
49.0,115.0,85.0,20.078840579710143,9.1,1.1,2.3,47.8%,1.9,4.8,40%,1.2,1.4,84.3%,0.3,1.0,1.2,1.2,0.7,1.0,0.1,0.2,2.0,1.3,6.2,010612,"CANAAN, ISAIAH",EuroLeague,CANAAN ISAIAH,CANAAN, ISAIAH, 6.50,CANAAN ISAIAH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVANOVIC DUSKO,IVANOVIC, DUSKO, 6.50,IVANOVIC DUSKO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASIULIS TOMAS,MASIULIS, TOMAS, 6.50,MASIULIS TOMAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTINEZ PEDRO,MARTINEZ, PEDRO, 6.50,MARTINEZ PEDRO
12.0,58.0,34.0,14.867241379310345,3.9,0.7,1.4,51.9%,0.6,1.6,39.4%,0.5,0.6,85.7%,0.6,1.6,2.3,0.5,0.3,0.8,0.0,0.2,1.5,1.0,3.7,006643,"PUERTO, JOSEP",EuroLeague,PUERTO JOSEP,PUERTO, JOSEP, 6.50,PUERTO JOSEP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE LARREA SERGIO,DE LARREA, SERGIO, 6.50,DE LARREA SERGIO
34.0,54.0,7.0,13.09783950617284,5.7,0.8,1.7,47.8%,0.9,2.1,41.4%,1.4,1.6,89.7%,0.1,0.9,1.1,0.9,0.3,0.9,0.1,0.1,1.4,1.5,4.9,000956,"ANDJUSIC, DANILO",EuroLeague,ANDJUSIC DANILO,ANDJUSIC, DANILO, 6.50,ANDJUSIC DANILO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAVY GUR,LAVY, GUR, 6.50,LAVY GUR
46.0,62.0,51.0,15.409408602150538,5.7,1.5,2.7,54.2%,0.7,1.8,37.5%,0.8,0.8,94.1%,0.8,2.0,2.8,0.9,0.5,0.8,0.1,0.2,1.7,1.1,6.0,012710,"OSMANI, ERCAN",EuroLeague,OSMANI ERCAN,OSMANI, ERCAN, 6.50,OSMANI ERCAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BANGO JILSON,BANGO, JILSON, 6.40,BANGO JILSON
68.0,95.0,69.0,20.563333333333333,5.7,1.1,2.2,50%,0.8,2.0,38.8%,1.2,1.5,78.9%,0.4,2.1,2.4,2.8,0.6,1.4,0.0,0.2,2.4,2.4,7.3,001844,"HACKETT, DANIEL",EuroLeague,HACKETT DANIEL,HACKETT, DANIEL, 6.30,HACKETT DANIEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIOP KHALIFA,DIOP, KHALIFA, 6.30,DIOP KHALIFA
33.0,87.0,47.0,15.964942528735632,4.3,0.7,1.4,52.5%,0.8,1.9,40.2%,0.5,0.7,79.3%,0.4,1.8,2.1,1.4,0.4,0.4,0.0,0.1,1.6,0.6,4.9,003733,"ABALDE, ALBERTO",EuroLeague,ABALDE ALBERTO,ABALDE, ALBERTO, 6.10,ABALDE ALBERTO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARCOS JUANI,MARCOS, JUANI, 6.10,MARCOS JUANI
52.0,99.0,50.0,16.38922558922559,4.3,1.8,2.8,63.7%,0.0,0.1,15.4%,0.7,1.2,62.1%,1.5,1.8,3.3,0.8,0.7,0.6,0.6,0.1,2.4,1.3,6.3,003048,"DUNSTON, BRYANT",EuroLeague,DUNSTON BRYANT,DUNSTON, BRYANT, 6.00,DUNSTON BRYANT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERBERT GORDON,HERBERT, GORDON, 6.00,HERBERT GORDON
44.0,101.0,15.0,16.455940594059406,5.4,0.3,0.9,38.5%,1.3,3.0,41.4%,1.0,1.0,96.1%,0.7,1.3,1.9,1.0,0.7,0.4,0.0,0.1,2.1,1.8,5.8,007990,"DIBARTOLOMEO, JOHN",EuroLeague,DIBARTOLOMEO JOHN,DIBARTOLOMEO, JOHN, 6.00,DIBARTOLOMEO JOHN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TABELLINI FRANCESCO,TABELLINI, FRANCESCO, 6.00,TABELLINI FRANCESCO
38.0,80.0,16.0,15.943958333333333,4.5,1.0,1.8,56.8%,0.7,1.5,45.5%,0.3,0.5,64.3%,0.4,1.6,1.9,1.1,0.5,0.4,0.0,0.2,1.2,0.8,5.3,006509,"TONUT, STEFANO",EuroLeague,TONUT STEFANO,TONUT, STEFANO, 6.00,TONUT STEFANO
61.0,92.0,34.0,21.95905797101449,4.9,0.9,1.7,54.8%,0.6,1.9,33.3%,1.2,1.4,80.5%,0.9,2.7,3.6,1.3,1.0,1.0,0.2,0.2,2.6,1.8,6.7,002676,"BUTKEVICIUS, ARNAS",EuroLeague,BUTKEVICIUS ARNAS,BUTKEVICIUS, ARNAS, 6.00,BUTKEVICIUS ARNAS
42.0,43.0,16.0,22.60232558139535,8.7,1.3,2.3,57.7%,1.8,4.8,37.2%,0.7,0.8,82.9%,0.8,3.0,3.8,1.0,0.3,1.0,0.2,0.2,2.3,0.8,7.2,011980,"SESTINA, NATHAN",EuroCup,SESTINA NATHAN,SESTINA, NATHAN, 6.00,SESTINA NATHAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAKIC MARIO,NAKIC, MARIO, 5.90,NAKIC MARIO
6.0,96.0,52.0,12.718055555555557,4.1,0.8,1.5,54.6%,0.8,2.1,36.1%,0.2,0.3,78.6%,0.5,0.9,1.4,0.2,0.3,0.3,0.0,0.1,1.2,0.3,2.7,004197,"OUATTARA, YAKUBA",EuroLeague,OUATTARA YAKUBA,OUATTARA, YAKUBA, 5.80,OUATTARA YAKUBA
19.0,89.0,25.0,14.149250936329588,3.7,1.3,2.1,59.9%,0.2,0.8,27.8%,0.5,0.7,64.1%,1.1,1.6,2.8,0.4,0.5,0.4,0.2,0.2,1.7,0.8,4.2,011244,"DA SILVA, OSCAR",EuroLeague,DA SILVA OSCAR,DA SILVA, OSCAR, 5.70,DA SILVA OSCAR
36.0,102.0,8.0,17.31078431372549,6.9,0.9,2.2,39.3%,1.4,4.4,30.9%,1.1,1.4,81.9%,0.2,1.1,1.3,2.2,0.3,0.9,0.0,0.1,1.4,1.5,5.1,TGB,"LLULL, SERGIO",EuroLeague,LLULL SERGIO,LLULL, SERGIO, 5.60,LLULL SERGIO
30.0,82.0,19.0,16.634349593495934,5.2,1.0,1.9,51.9%,0.9,2.0,45.6%,0.6,0.7,83.6%,0.6,1.4,2.0,0.7,0.4,0.5,0.1,0.1,2.0,1.0,4.7,001557,"GIFFEY, NIELS",EuroLeague,GIFFEY NIELS,GIFFEY, NIELS, 5.60,GIFFEY NIELS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALBIATI PAOLO,GALBIATI, PAOLO, 5.50,GALBIATI PAOLO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLLATZ JUSTUS,HOLLATZ, JUSTUS, 5.50,HOLLATZ JUSTUS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARRIS ELIAS,HARRIS, ELIAS, 5.50,HARRIS ELIAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTETOKOUNMPO KOSTAS,ANTETOKOUNMPO, KOSTAS, 5.50,ANTETOKOUNMPO KOSTAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TARPEY TERRY,TARPEY, TERRY, 5.40,TARPEY TERRY
18.0,95.0,0.0,12.58140350877193,5.2,0.6,1.4,41.5%,1.1,2.9,35.8%,0.9,1.2,77.3%,0.3,1.1,1.4,1.2,0.5,0.9,0.1,0.1,1.7,1.5,4.2,010392,"LARENTZAKIS, GIANNOULIS",EuroLeague,LARENTZAKIS GIANNOULIS,LARENTZAKIS, GIANNOULIS, 5.30,LARENTZAKIS GIANNOULIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,YILMAZ ERKAN,YILMAZ, ERKAN, 5.30,YILMAZ ERKAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYMAN WILLIAM,RAYMAN, WILLIAM, 5.30,RAYMAN WILLIAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIOP OUSMANE,DIOP, OUSMANE, 5.20,DIOP OUSMANE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKELE NICOLA,AKELE, NICOLA, 5.20,AKELE NICOLA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAVALIERE LEOPOLD,CAVALIERE, LEOPOLD, 5.10,CAVALIERE LEOPOLD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLAR RAFA,VILLAR, RAFA, 5.10,VILLAR RAFA
35.0,86.0,38.0,16.372093023255815,6.2,1.5,2.6,58.5%,0.9,2.7,33.5%,0.5,0.6,73.6%,0.4,1.3,1.8,0.9,0.5,0.7,0.0,0.1,1.4,1.0,5.1,004007,"DOBRIC, OGNJEN",EuroLeague,DOBRIC OGNJEN,DOBRIC, OGNJEN, 5.00,DOBRIC OGNJEN
23.0,90.0,66.0,19.55462962962963,5.2,1.1,2.5,44.7%,0.7,1.8,39.8%,0.8,1.0,73.9%,0.5,1.4,1.9,1.2,0.6,0.8,0.0,0.2,2.1,1.3,4.3,003526,"LIGHTY, DAVID",EuroLeague,LIGHTY DAVID,LIGHTY, DAVID, 5.00,LIGHTY DAVID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAHRVIN ENZO,SHAHRVIN, ENZO, 5.00,SHAHRVIN ENZO
4.0,83.0,22.0,11.285341365461846,2.5,0.4,0.7,59.3%,0.5,1.4,35.7%,0.2,0.2,81.2%,0.6,1.4,2.0,0.3,0.4,0.3,0.2,0.0,2.0,0.3,2.2,001518,"RICCI, GIAMPAOLO",EuroLeague,RICCI GIAMPAOLO,RICCI, GIAMPAOLO, 5.00,RICCI GIAMPAOLO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUPET PIERRIC,PUPET, PIERRIC, 5.00,PUPET PIERRIC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLAYZER OZ,BLAYZER, OZ, 5.00,BLAYZER OZ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUTAF DAVID,MUTAF, DAVID, 5.00,MUTAF DAVID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILJENOVIC STEFAN,MILJENOVIC, STEFAN, 5.00,MILJENOVIC STEFAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANKA ABRAMO,CANKA, ABRAMO, 4.90,CANKA ABRAMO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLACCADORI DIEGO,FLACCADORI, DIEGO, 4.80,FLACCADORI DIEGO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DANGUBIC NEMANJA,DANGUBIC, NEMANJA, 4.80,DANGUBIC NEMANJA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEGARIN JUHANN,BEGARIN, JUHANN, 4.50,BEGARIN JUHANN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRATZER LEON,KRATZER, LEON, 4.50,KRATZER LEON
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERRERA SEBASTIAN,HERRERA, SEBASTIAN, 4.50,HERRERA SEBASTIAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAHMUTOGLU MELIH,MAHMUTOGLU, MELIH, 4.50,MAHMUTOGLU MELIH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILIC DALIBOR,ILIC, DALIBOR, 4.5,ILIC DALIBOR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKIC ARIJAN,LAKIC, ARIJAN, 4.30,LAKIC ARIJAN
11.0,53.0,14.0,15.26194968553459,4.6,1.2,2.0,57%,0.5,1.8,30.2%,0.7,0.8,85.4%,0.3,1.0,1.3,0.8,0.3,0.8,0.0,0.1,1.6,1.2,3.5,000229,"JACKSON, EDWIN",EuroLeague,JACKSON EDWIN,JACKSON, EDWIN, 4.20,JACKSON EDWIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIRSEN METECAN,DIRSEN, METECAN, 4.20,DIRSEN METECAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAVENA THIRDY,RAVENA, THIRDY, 4.20,RAVENA THIRDY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOUZELOGLOU IOANNIS,KOUZELOGLOU, IOANNIS, 4.20,KOUZELOGLOU IOANNIS
3.0,87.0,17.0,7.1432950191570885,2.1,0.5,0.9,59.7%,0.2,0.7,30.2%,0.4,0.5,73.8%,0.3,0.6,0.9,0.3,0.4,0.3,0.0,0.1,1.1,0.6,1.8,011209,"KALAITZAKIS, PANAGIOTIS",EuroLeague,KALAITZAKIS PANAGIOTIS,KALAITZAKIS, PANAGIOTIS, 4.10,KALAITZAKIS PANAGIOTIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSNJAKOVIC MITAR,BOSNJAKOVIC, MITAR, 4.00,BOSNJAKOVIC MITAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,YILDIZLI BURAKCAN,YILDIZLI, BURAKCAN, 4.00,YILDIZLI BURAKCAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MESTOGLU YIGIT HAMZA,MESTOGLU, YIGIT HAMZA, 4.00,MESTOGLU YIGIT HAMZA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,EKSIOGLU MERT,EKSIOGLU, MERT, 4.00,EKSIOGLU MERT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PALATIN GUY,PALATIN, GUY, 4.00,PALATIN GUY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMODUROV ALEXANDROS,SAMODUROV, ALEXANDROS, 4.00,SAMODUROV ALEXANDROS
43.0,61.0,17.0,21.64453551912568,6.6,1.6,2.8,55.6%,0.7,2.3,31.2%,1.3,1.8,75.7%,0.2,1.6,1.8,3.4,0.8,1.4,0.0,0.2,2.1,1.6,7.3,004846,"TIMOR, BAR",EuroCup,TIMOR BAR,TIMOR, BAR, 4.00,TIMOR BAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOJKOVIC LAZAR,STOJKOVIC, LAZAR, 4.00,STOJKOVIC LAZAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADOSIC OGNJEN,RADOSIC, OGNJEN, 4.00,RADOSIC OGNJEN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZIV IFTACH,ZIV, IFTACH, 4.00,ZIV IFTACH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEGEV ITAY,SEGEV, ITAY, 4.00,SEGEV ITAY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NETZIPOGLOU OMIROS,NETZIPOGLOU, OMIROS, 4.00,NETZIPOGLOU OMIROS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUNGALLA ILIAN,MOUNGALLA, ILIAN, 4.00,MOUNGALLA ILIAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCORSI MATTEO,ACCORSI, MATTEO, 4.00,ACCORSI MATTEO
